,MDAMB175VII_BREAST,HS739T_FIBROBLAST,HS742T_FIBROBLAST,HCC2157_BREAST,KPL1_BREAST,MDAMB231_BREAST,HCC38_BREAST,DU4475_BREAST,T47D_BREAST,SNU1272_KIDNEY,TUHR10TKB_KIDNEY,CAKI1_KIDNEY,TUHR14TKB_KIDNEY,RCC10RGB_KIDNEY,TUHR4TKB_KIDNEY,OSRC2_KIDNEY,CCK81_LARGE_INTESTINE,CW2_LARGE_INTESTINE,SW1116_LARGE_INTESTINE,SNUC4_LARGE_INTESTINE,HCT15_LARGE_INTESTINE,HT115_LARGE_INTESTINE,NCIH508_LARGE_INTESTINE,SNU1033_LARGE_INTESTINE,SW1463_LARGE_INTESTINE,NCIH716_LARGE_INTESTINE,LS123_LARGE_INTESTINE,SNU1197_LARGE_INTESTINE,SNUC5_LARGE_INTESTINE,SW480_LARGE_INTESTINE,SNUC2A_LARGE_INTESTINE,OUMS23_LARGE_INTESTINE,SNU61_LARGE_INTESTINE,SNU761_LIVER,JHH7_LIVER,HLF_LIVER,LI7_LIVER,HUH6_LIVER,JHH5_LIVER,JHH1_LIVER,SNU449_LIVER,JHH4_LIVER,CALU6_LUNG,NCIH2291_LUNG,EBC1_LUNG,HCC1171_LUNG,NCIH1651_LUNG,NCIH1694_LUNG,NCIH1666_LUNG,DMS53_LUNG,NCIH1734_LUNG,SKMES1_LUNG,RERFLCAI_LUNG,NCIH1573_LUNG,HCC2279_LUNG,NCIH1341_LUNG,NCIH2228_LUNG,NCIH2085_LUNG,NCIH1963_LUNG,NCIH2347_LUNG,HCC15_LUNG,NCIH2029_LUNG,HCC33_LUNG,HS618T_FIBROBLAST,COLO668_LUNG,NCIH838_LUNG,NCIH322_LUNG,CORL105_LUNG,NCIH2227_LUNG,HCC1588_LUNG,RERFLCAD2_LUNG,NCIH510_LUNG,NCIH2342_LUNG,NCIH226_LUNG,NCIH520_LUNG,NCIH1184_LUNG,NCIH2087_LUNG,NCIH1915_LUNG,LU65_LUNG,NCIH2066_LUNG,KYSE450_OESOPHAGUS,TE8_OESOPHAGUS,TE6_OESOPHAGUS,OE33_OESOPHAGUS,TE14_OESOPHAGUS,TE10_OESOPHAGUS,TE4_OESOPHAGUS,ECGI10_OESOPHAGUS,OV56_OVARY,OVK18_OVARY,JHOS4_OVARY,JHOC5_OVARY,JHOM1_OVARY,OVCAR4_OVARY,SNU119_OVARY,OV90_OVARY,RMUGS_OVARY,JHOM2B_OVARY,COV318_OVARY,OVTOKO_OVARY,SW1990_PANCREAS,SNU324_PANCREAS,PANC0203_PANCREAS,SNU213_PANCREAS,HPAC_PANCREAS,PANC1_PANCREAS,PATU8988S_PANCREAS,SU8686_PANCREAS,WM115_SKIN,HS895T_FIBROBLAST,SKMEL28_SKIN,HS936T_SKIN,SKMEL1_SKIN,SH4_SKIN,COLO800_SKIN,CJM_SKIN,HS940T_FIBROBLAST,RVH421_SKIN
NFYA,2.9992261628082466,2.5494451709255714,1.7369512327330598,3.6858749450936377,2.884241897520628,3.8661884690843467,2.976039640208255,3.1518809560439225,2.596000697293587,2.565718292524414,2.9322598505984176,2.1198634561787513,2.0955609235597192,2.50715725872282,2.5305171610400525,2.4948569806411682,2.7837759116303458,3.061520014091994,1.8809906029559975,3.5127387563950627,3.3167282250357055,2.34660197841082,2.553343811341229,2.3739750890807185,2.6979998652487085,2.922623801733353,2.9407479652212314,2.7166795278002644,3.4949912609485163,2.0831845279586703,3.367295829986474,3.159550358783386,2.797281334830153,2.626840145676667,3.293612170982218,2.97092715463502,3.3748534063225533,2.6026896854443837,3.34779660493504,3.2507620137305224,3.5339784928959737,2.9412760877579323,3.1497400860333387,3.092858984284714,2.9052603703899154,3.3568971227655755,3.1954024686825586,3.9604321446358335,2.7466296830696852,3.49559805708364,3.5729072778615154,2.9851767596144745,3.3624565533457247,2.5974910105351463,3.1945831322991562,3.416085994155906,3.323956301318708,3.3603753871419,3.7864597824528,3.3958497753355603,3.079613757534693,3.551053137206533,3.7218305542536223,2.9096295745005794,2.5733752977756086,2.7485521444115397,2.7324175575505043,3.1285133847878095,3.337192051686243,2.6232182655855123,2.4874035299865875,4.242189689486082,2.9841656371825254,2.516889695641051,2.8021475244813256,3.721346644251438,2.7788192719904172,2.9668182633893485,3.585738695194423,3.910822284851627,2.6181254935742233,3.1328821117012247,2.7606426512213806,2.9439125248241944,2.6567569067146595,2.191653532286764,2.8803214220426634,2.9231615807191558,2.7536607123542622,3.576270509731282,2.567254391136754,2.794839331174601,2.498973906999436,2.453587966530573,4.014940539434832,2.659559991941776,2.192770226986839,3.126321843257593,2.453587966530573,2.2353763433005955,3.0392705755684744,3.3253956682458736,2.5726122302071057,3.530176762918616,2.6546494243750947,3.031099417391282,3.185939324621936,2.969388298214389,3.2339614622862416,2.3664984187376983,2.7587433154177283,3.0041963519661206,3.6336309798834576,3.634951112088381,2.773213527008623,2.451005098112319,2.6210388241125804,3.3758795736778655
STPG1,1.556037135706985,1.9629077254238845,1.589235205116581,1.8500283773520307,1.2149127443642704,2.6905648867611904,1.5432981099295553,1.7681496035889213,1.7544036826842861,2.2332350148592526,1.763017000362401,1.4539530095937054,1.0260415958332743,2.4595888418037104,2.1377104498038118,2.6333266549062735,1.4973884086254776,0.8197798314933114,1.4883995840570443,2.265921108622454,2.1377104498038118,1.8976198599275322,1.4060969884160703,1.184789984909162,2.0294631718735947,0.23901690047049992,1.6134299337036377,2.300583090323373,1.724550719534605,1.2296405510745139,2.122261538862764,1.8341801851120072,1.8196988379172965,1.7387102481382397,1.4182774069729414,2.1713368063840917,1.6054298910365616,1.3376291891386096,1.0367368849500223,0.6575200029167942,1.9947003132247452,1.888583653863595,1.4398351280479205,2.419478844465545,2.5447466501440172,2.102913897864978,1.8309801823813363,0.2151113796169455,1.169381359556317,2.4527277514237653,1.682688374173693,2.4388627112865935,2.553343811341229,2.307572634505085,2.028148247292285,2.626840145676667,1.8229350866965048,1.6409365794934714,2.224623551524334,1.827769906751088,2.6567569067146595,2.365559892155434,2.3933394562625097,2.4475508632442313,2.9193910402972683,1.5810384379124023,1.9065751436566365,1.551808799597464,2.767576180416237,1.9726911717329554,1.6714733033535532,2.365559892155434,1.9643112344262046,2.2375130962503307,1.208960345836975,2.1234584270966104,2.347558458636777,2.683074215032033,1.0885619528146082,2.2700619012884857,1.6937790608678513,1.7833912195575383,1.8261608959453874,1.8870696490323797,2.0794415416798357,2.178155014615869,1.763017000362401,1.599387576580599,1.2669476034873244,1.8961194845522977,2.305580601973844,2.601207105484161,2.2438960966453663,1.8991179875485542,2.2762411176544437,2.0681277817795625,1.308332819650179,2.030776369698555,1.623340817603092,0.039220713153281295,1.4422019930581866,1.506297153514587,1.5040773967762742,2.277267285009756,1.2383742310432684,1.6448050562713916,1.4516138272405332,2.0095554142156695,1.9933388426264242,2.2159372862683733,2.414126467726953,2.130609828254235,1.8562979903656263,2.154085084675602,2.254444717666111,2.6026896854443837,2.1138429683971682,2.2202898502672155
NIPAL3,2.854744580253014,3.3840512228271846,3.2449333591874905,2.34660197841082,2.0255131996542803,3.559055466277736,2.419478844465545,2.414126467726953,3.251536607107749,3.6848714327163976,2.8786365016777435,1.9629077254238845,2.574899688314705,4.564556503102795,2.8914822521801917,3.5956670723917576,1.9878743481543455,3.425239376142393,1.5260563034950494,3.139832617527748,2.9496883350525844,2.598979106047848,2.362739015813793,2.2375130962503307,2.5900171341906173,1.536867219599265,3.062455905596899,3.4372078191851885,2.8986705607108596,1.8961194845522977,4.564972996236678,2.418588768750352,2.4907230351094403,2.4042387467205457,2.048982334195127,2.8460714989995846,1.7884205679625405,1.7369512327330598,2.0438143640366846,1.0577902941478545,2.410542234499138,2.5160822672564502,2.5733752977756086,3.8979240810486444,2.5779415157551897,3.133317936506554,2.2300144001592104,1.8547342683894434,1.803358605071407,3.7121075802331434,3.3484995926617063,3.0596455992976437,3.0252910757955354,3.4058531931983493,3.753261713043204,3.811539466849824,2.559550192783766,2.4865719291070616,3.3021134234382563,3.3484995926617063,3.377928754722801,4.018183201256536,3.5112468868061133,4.264790324535862,3.871825815676733,1.9782390361706734,2.3758355547336385,2.3427668826268775,3.108167702883779,2.6932749155200555,2.5360749363624,2.9678470700644555,3.000222178826843,3.9267145541711357,2.063058062429312,2.5687881337687024,3.914220588971633,2.7831576735890153,2.567254391136754,3.1663185741295248,2.8853592160726205,2.800325477211381,2.5626389983283526,2.72785282839839,2.9193910402972683,2.7434173449395014,2.6297282343267403,2.5641798306825083,1.9401794743463283,2.6490076604684267,3.307619034702589,3.2031528644029645,2.779440197188883,3.0081547935525483,3.1838702156693857,2.203869120054888,2.4150205223238337,3.022860940942244,2.174751721484161,0.2776317365982795,1.9671123567059163,3.1730412885244013,2.362739015813793,2.8183982582710754,2.1412419425852827,1.8976198599275322,2.4765384001174837,2.695977619867941,3.7191661467188086,4.309455941839047,3.9693480720474157,2.8763855159214247,3.3789517727148355,3.021400020302569,2.9816333491744893,3.0492730404820207,3.833628938000134,3.098288861879083
LAS1L,3.3368366225017656,3.177637076851603,2.550226115908643,3.9328055446106744,3.697095608885277,3.965563772356176,3.5624655292582776,3.1912990570979662,3.2232661731694936,3.497113438491982,3.386422096080001,3.5544905510752844,3.441379171294987,3.444895236927875,3.562181801067979,3.9529729917571004,3.894469846180557,3.8282065193350356,3.075928815548268,3.5284172316728752,4.0138573113094145,3.563032744247961,2.989714201228428,2.853015971352396,3.6230067099632284,3.3386125064705343,3.7891771754293,3.1023420086122493,4.252629541187814,3.9419700817960983,3.657646751682838,3.1271990362962967,4.039536325727106,4.107754249132018,4.178685710655851,4.049870072120271,3.984529696214894,3.1684242813721024,3.6826098411003407,2.993730270883318,4.099497927462895,3.4436180975461075,3.238286218388024,3.871825815676733,4.153713494028934,3.5225296668296804,3.9367156180185177,4.693730362967572,3.5720646995221013,4.0069694827371,3.421326752957321,3.805995600782616,4.4439445374888695,3.696351468952637,3.8854736701946093,4.006059647354529,3.683615624438837,3.305053521109253,4.152927886320998,3.697095608885277,3.8022081394209395,3.780318514430718,4.499142781342561,3.461665128429245,3.993234260852969,2.9465420293632194,3.380994674344636,3.959669658895499,3.910622024512518,2.8875901149342877,3.0478502278160975,3.481547734315814,3.3527071725017215,3.8661884690843467,3.4600950229096408,4.0210567664522685,3.1587011018321305,2.872999508171694,3.7340917969354845,3.6149637711637683,4.360675308762846,3.952588967174808,3.264995760481754,3.609294974771094,3.7125959807312525,3.380994674344636,3.34814816057234,3.1616703510974213,3.22525543183224,4.171151270461866,3.7398101827824792,4.056469609793174,3.339676525013905,3.6903783302376723,3.4597807057610526,3.497113438491982,3.8435300089828455,3.1763857732472487,3.3467411958660964,3.2902658209548736,3.221671912170202,3.6615082573178044,3.3513066120486905,3.597860055726768,2.425687290128029,4.169761201506855,2.8495497633759097,2.4756977107026903,2.8786365016777435,3.033028058297688,3.4613513044819024,3.832763324442514,3.8146306594194965,4.145354483129846,3.267284964075888,3.5658640032173894,3.1245651453969594,3.8507856959569566
ENPP4,2.1138429683971682,0.3074846997479606,2.063058062429312,2.0399207835175526,0.9400072584914712,1.220829921392359,2.70805020110221,2.390595970316759,1.6714733033535532,2.2235418856535927,1.742219023667919,1.2178757094949273,1.9906103279732201,1.8389610707123492,2.3978952727983707,1.1151415906193203,1.9387416595767009,1.9810014688665833,1.463255402256019,2.4397349311412793,2.580974118534234,1.944480556245719,2.343727036325221,0.7466879474879752,1.2919836816486494,1.1085626195212777,1.33500106673234,2.063058062429312,2.649714624089247,1.7298840655099674,3.6696966346971625,1.9286186519452522,1.220829921392359,1.0116009116784799,1.8656293177945105,0.3646431135879093,1.0260415958332743,0.009950330853168083,1.43746264769429,1.843719208158766,1.536867219599265,1.425515074273172,0.9895411936137477,1.2383742310432684,2.050270164379556,1.7817091333745536,2.7298116928837226,1.1908875647772805,0.6471032420585385,3.77138067562568,3.325755186495297,2.167910189667444,2.719978771967484,1.9530276168241774,2.263844264677615,1.358409157630355,1.3217558399823195,2.295560478057081,2.50715725872282,1.6974487897568136,1.068153081183401,3.727619282429867,2.8524391037275145,0.3293037471426004,2.7447035187502458,0.019802627296179712,2.018895041811802,2.2289385528257473,1.667706820558076,1.8453002361560848,2.1736147116970854,3.231989464013584,2.924773184613497,1.536867219599265,2.0135687975291283,1.8687205103641833,1.8748743759385615,0.0295588022415444,0.009950330853168083,3.3614165116503107,0.8544153281560676,1.56234630490025,0.9282193027394289,1.4655675420143985,0.09531017980432487,0.9858167945227653,2.0268315914075385,1.5238800240724537,0.636576829071551,1.2584609896100056,2.234306252240751,2.5649493574615367,0.8458682675776092,1.3762440252663892,2.7298116928837226,0.19062035960864973,2.131796772013764,2.451005098112319,1.986503546020567,1.7817091333745536,1.5830939370944985,2.209372711271867,1.6331544390514163,1.7101878155342434,1.0543120297715298,1.1410330045520618,1.3737155789130306,2.0706530356467567,0.4252677354043441,0.3987761199573678,0.8197798314933114,0.0295588022415444,2.1377104498038118,0.0295588022415444,0.9969486348916096,0.009950330853168083,0.9477893989335261,0.0295588022415444
SEMA3F,3.786006164844659,1.2296405510745139,1.8748743759385615,3.0325462466767075,2.6602595372658615,1.169381359556317,2.6152036507358583,1.4060969884160703,3.60576954739093,2.102913897864978,0.6523251860396903,1.0750024230289759,3.3456846717318967,1.728109442151599,2.554121718809473,3.803323588504805,0.6575200029167942,1.4678743481123135,1.1786549963416462,1.3029127521808397,1.6863989535702288,1.6900958154515549,0.7419373447293773,2.231089091288976,2.012232791986386,0.4637340162321401,2.411439497906128,0.6097655716208943,2.192770226986839,0.30010459245033805,1.599387576580599,1.8421356765531218,1.5665304114228238,0.10436001532424277,2.3456445824544927,0.14842000511827327,2.3233676321765744,2.0992441689760155,0.6418538861723948,2.3194422100604686,0.22314355131420976,4.186467851097906,0.8586616190375187,0.29266961396282004,0.5933268452777344,0.9001613499442714,2.3960754360813845,1.252762968495368,2.262804222982201,3.905803705614229,2.2159372862683733,1.0986122886681098,1.8421356765531218,1.7783364488959144,1.172482137234565,4.785489740111373,0.11332868530700317,1.430311246536665,2.189416394888408,1.144222799920162,4.655007420835263,0.9042181506398859,2.3832429960115,1.7387102481382397,2.653241964607215,1.2383742310432684,1.534714366238164,1.0612565021243408,1.4562867329399256,0.7884573603642702,0.9631743177730056,2.9816333491744893,2.4731713935695794,2.477378383367209,3.45883716110857,0.9820784724121582,0.5007752879124893,2.1815467646169897,3.4892082589848687,1.5129270120532565,0.5187937934151676,2.6823904543216326,2.6932749155200555,1.4060969884160703,2.94706710157271,2.060513531794317,3.596490004820589,2.3233676321765744,2.6504210882655737,3.1917101567954314,3.1188344706879745,0.15700374880966475,3.1126260250254902,2.671386216730619,3.8155121050473024,1.1878434223960523,3.34779660493504,1.7369512327330598,3.2355362657613083,0.23901690047049992,1.6937790608678513,0.13976194237515868,2.0360119837525,0.9555114450274363,0.5877866649021191,3.6027767550605247,1.1052568313867783,0.9669838461896731,0.3435897043900769,2.7763317085186157,0.35065687161316933,1.4350845252893227,0.08617769624105233,0.31481073984003355,0.4252677354043441,1.873339456220478,1.8180767775454285,0.2468600779315258
CFTR,0.0,0.06765864847381481,0.009950330853168083,0.0,0.0,0.019802627296179712,0.009950330853168083,0.04879016416943201,0.0,0.0295588022415444,0.009950330853168083,0.13976194237515868,0.23111172096338664,0.009950330853168083,0.09531017980432487,0.4700036292457355,4.053522567701846,1.9213246735826988,1.269760544863939,4.208714372037514,0.18232155679395462,4.073291153024268,3.8126445614478675,1.6074359097634274,2.8981194446869907,0.76080582903376,0.10436001532424277,0.13976194237515868,0.10436001532424277,0.009950330853168083,0.009950330853168083,0.04879016416943201,2.329227023940467,1.747459210331475,1.0750024230289759,0.009950330853168083,0.23901690047049992,1.998773638612381,1.2892326482767593,0.009950330853168083,0.11332868530700317,0.16551443847757338,1.244154593958768,0.12221763272424921,0.0295588022415444,0.009950330853168083,0.06765864847381481,0.35767444427181594,0.04879016416943201,0.15700374880966475,0.009950330853168083,0.039220713153281295,0.06765864847381481,0.12221763272424921,0.009950330853168083,0.04879016416943201,1.091923300517313,0.0,0.0,0.009950330853168083,0.009950330853168083,0.29266961396282004,0.173953307123438,0.058268908123975775,0.0,0.009950330853168083,0.0,0.16551443847757338,0.27002713721306015,2.952302715626655,0.6471032420585385,0.31481073984003355,0.10436001532424277,0.0,0.23111172096338664,0.0,1.4996230464268938,0.06765864847381481,0.0,0.019802627296179712,0.0,0.058268908123975775,0.04879016416943201,0.019802627296179712,0.019802627296179712,0.019802627296179712,0.48858001481867097,0.04879016416943201,0.11332868530700317,0.0,3.208017081533325,0.41871033485818504,0.30010459245033805,0.3987761199573678,0.009950330853168083,3.3072529354856135,0.0,4.055257173514054,1.3297240096314962,0.16551443847757338,0.08617769624105233,0.019802627296179712,0.0,0.08617769624105233,0.009950330853168083,0.0,0.039220713153281295,1.8687205103641833,0.18232155679395462,0.16551443847757338,0.019802627296179712,0.14842000511827327,0.2151113796169455,0.07696104113612832,0.0,0.009950330853168083,0.0295588022415444,0.2546422183735807
ANKIB1,2.9902170928658807,3.4216533902295376,2.8437459165561094,2.620311286794203,3.2108436531709366,3.12412548832239,4.4526015873434845,3.1359289040472746,2.532902848056256,2.790551422613954,4.0472529546882505,2.4527277514237653,3.731220294603461,3.4553698605505483,3.1210424645194377,3.295836866004329,2.8622008809294686,2.558776498354456,2.532902848056256,2.6623552418400807,3.08922261664133,2.7166795278002644,2.7625383863862796,2.570319527636131,2.39698576841553,2.87976009730157,2.6217658325051976,3.395514598526657,3.3235961356386037,2.702702594775615,3.3105430133940246,2.522523513359307,2.5384474167160302,2.725890119230541,3.0223742045004123,2.996232148595642,3.1210424645194377,2.402430427963762,2.6567569067146595,3.1095072878128356,3.246490991901174,4.256179924807906,2.425687290128029,3.7130841428107537,4.196449785159254,3.6732580732109796,3.441699324971485,3.6428355156125294,2.7806808921371173,3.6928714753834737,3.4907333469730104,3.0248055210396982,3.040705639196722,3.392829131991639,2.222459048514761,3.3456846717318967,2.6504210882655737,3.5689691574413787,3.083743150876704,3.469478889078561,3.134189016701007,3.5675589188773804,3.445852022202587,3.0473755067058295,3.0525850851467737,2.7954503913830435,3.1880041612011136,2.739548868161581,3.991203803302587,2.5572273113676265,2.7140322727797574,2.962692419475791,3.7003138317395994,3.0017143452315387,2.983659692319722,3.2011191032789417,3.051166980442092,2.9841656371825254,3.090132948975475,3.075928815548268,3.0855729775537806,3.1552968432253294,2.8449093838194073,4.361951470242831,3.2386784521643803,2.4150205223238337,2.605648267484129,3.5186840771178223,3.4061849231731944,2.601207105484161,2.920469789053444,2.8535925063928684,3.3336320621663895,3.2335673736111907,2.8735646395797834,2.6720775406433925,2.012232791986386,3.420019135902743,2.7593768282675506,2.4309783077624445,2.570319527636131,2.9590682891823996,3.0209125720842893,3.6336309798834576,3.1637858585502405,3.3083508312958037,2.9096295745005794,3.011605622710281,4.068171687918078,3.0699116717282426,2.9816333491744893,2.9402195636237325,2.87976009730157,3.2339614622862416,3.0497468618602293,3.2240623515555007,3.4654233539614268,3.4849255971928677
CYP51A1,4.366278277705742,3.537765824444175,3.0170044088295307,1.9095425048844386,3.9335887833427066,3.386422096080001,4.786574655719562,4.5324919604901055,3.4154289639088797,3.2917544702807735,3.9347624923976356,2.6953026282797072,4.107425301760631,3.3745111163996495,4.2146429502441345,3.177637076851603,5.454423276523579,4.555349491004136,3.342508385313476,5.249127122357265,4.715458539882214,4.3400320779712045,3.380994674344636,3.940999113664663,3.9776234625120948,3.9573787071489432,3.075005454448499,4.253767035978457,4.409763389645481,3.072230244526716,4.459219130503787,3.1315734964654043,4.522657764413627,4.0493471962913645,4.015842334067143,3.527830032595521,4.360164387816747,4.189957726425047,3.9863880873834527,3.354455119110024,4.361568792771485,4.255045172913092,4.015842334067143,4.26955757977876,3.8716175907931074,4.0933440618885175,4.344584339198011,4.38589414620037,3.5567756134805992,4.839846973115974,3.8529097409356394,3.4048573424936426,4.30932152420325,3.5613301331669613,2.4239173781615704,4.124388683570477,3.7191661467188086,4.484244718059211,4.557344556505487,4.27039650600246,3.605226069116683,4.851170519445229,4.3975308212098465,3.331489969237335,4.727387818712341,2.7006898466959175,4.330470147759479,3.7667659927710075,4.070222620101691,3.7252113833613265,2.6693093727857793,3.3246762437544124,4.652530757347929,3.395514598526657,3.5874002851640823,4.078723181319144,3.9398327060674134,3.033509637888021,4.408303357752101,5.301113453850038,5.086422807411717,3.1763857732472487,4.20484186198508,4.943212617778822,3.774827766250301,3.795938526407344,3.459466289786131,3.881151341761059,3.6838669122903918,3.830379016387636,4.247923650150401,4.6313251434649425,3.7232808808312687,4.303389189156809,4.64515983420425,3.761665123839584,2.73046379593911,4.586904377181199,4.066116540765546,2.6871669901857858,2.7376090033437546,4.64736723468788,2.2607208888953467,4.39197696552705,3.648057459593681,4.091841432003982,4.769073157258028,3.1219242987917504,4.110217911378391,3.332918540908861,3.773450355564206,4.21419952403038,4.694736629347134,4.699570861409576,4.274441423993944,3.398192872641857,3.7057365711803594,4.272351267864781
KRIT1,3.283539338193923,3.335413641116152,2.379546134130174,3.145444546782318,3.34779660493504,3.2136622578153133,4.322409317855379,3.7005609588877744,3.2140642678709788,2.7427736371605955,3.5028510353886553,2.554899021608035,3.7398101827824792,3.382014562245381,3.630720539940404,3.8858843478184513,3.305787196857497,2.9041650800285006,3.15016862685841,3.5052570515869337,3.326832966373293,3.0145540277945786,3.2801590532850993,2.933324813425374,3.56161410306806,3.581850881355413,2.613006652415316,3.2546289945740186,3.4534735262275262,3.084200921541599,3.912422925449473,3.2072080200005186,3.0577676644734435,2.481567748522486,3.5650154668915506,2.9486406660201405,3.2335673736111907,3.3061538329752613,3.031099417391282,3.3506055955460954,3.506457892319648,4.058026299547989,3.382014562245381,3.5567756134805992,4.6605102810212555,3.806440242853081,3.7364784329132155,4.09817056705563,3.0851158346886765,4.160756327741352,3.591266625246936,3.0101281538377234,3.229222116922345,3.8983296782961436,1.9401794743463283,4.128101659020234,2.827905162910489,3.7177098357818132,3.9621456148313565,3.1949928844048685,3.911822985425479,3.874113432354926,4.341855469984605,3.1445832202863455,3.5248888540047054,3.3130945001071823,3.9976500913955832,3.0535293722802077,3.9300593679142444,3.0373539482448106,2.8970163006148333,3.4707234443107655,4.024458434757935,3.4790839203192268,3.6027767550605247,3.8053282667571833,3.588782837575651,3.2880286835565173,3.530762586016799,4.09982949245267,3.2976870052924907,3.099190981922221,3.398192872641857,4.030872139266527,3.9533568689211234,3.077312260546414,2.9559514035421466,3.5745903077118086,2.8172035149987327,2.785011242238338,3.2850380271218693,2.917770732084279,2.932792473780117,3.560477739309412,3.467297183366679,3.1726224403507386,2.174751721484161,4.0273140497628805,3.3112726741341683,2.613006652415316,3.070375816549757,3.4346321577483927,3.1488824530476656,3.331847303527362,3.5290040861498118,3.3738261848660236,3.5970382504483562,3.201933104137889,3.937690752176724,3.1616703510974213,3.248434627109745,3.591817741270805,3.394172766725191,3.7383836490170252,3.24376354037598,3.6219380483600547,3.1793030497483774,3.7300213974451113
RAD52,2.4832385926873033,2.162172939277301,1.205970806988609,2.3485140248824456,2.1090003439213802,1.9021075263969205,2.2300144001592104,2.081938421878423,2.542389085201363,1.7083778602890038,2.102913897864978,1.6253112615903906,2.5273273656719524,2.7625383863862796,2.5855058483441162,2.8021475244813256,3.077312260546414,2.0241930674493576,2.457877977400081,2.792391349535961,2.574899688314705,2.300583090323373,2.306577114263583,2.0294631718735947,2.2375130962503307,2.8384934971274993,2.6253929674212007,1.8115620965242347,2.9090844668283187,1.5665304114228238,2.305580601973844,2.587011872725154,2.0268315914075385,2.1938856760707046,2.590767040487478,2.0412203288596382,2.5862591440482876,2.552565298261815,2.3233676321765744,2.4060438013622756,2.410542234499138,2.642622395779755,2.7434173449395014,2.6539459421090092,3.1183922862898785,2.883682769745368,3.2120525995200753,3.540089380528774,1.824549292051046,3.2857865301508276,1.8671761085128091,2.143589361503588,2.3204250111223765,3.0218872310308424,2.329227023940467,2.3850863145057892,2.4765384001174837,2.5900171341906173,2.9019708937395166,2.449279472144849,2.528125768907977,2.3841650799864684,3.6222053208459437,2.1826747963214883,3.3908102887756684,2.196112848483529,2.644044871126298,2.7843937676895436,2.0028304393079956,1.5912739418064292,2.5610957881455465,2.9391619220655967,1.9213246735826988,2.4655539212721855,2.7669478423496954,3.0978374964911444,2.344686269012681,3.055886196373738,2.4458192610799534,2.5832425505088623,2.930126516455997,3.6267380575760866,3.8663978274018707,2.5087859235779435,2.167910189667444,2.1090003439213802,1.763017000362401,2.469793011977952,2.162172939277301,2.579458966729223,2.644044871126298,2.6019486702196644,2.494031557565001,2.065596134857783,2.548663615590751,2.046401687601636,2.387844936944869,2.717340248009303,2.5079719227189963,1.9286186519452522,2.412335956953165,2.1186622548331173,2.733717947850788,1.5390154481375546,2.9780773383152703,1.9530276168241774,1.998773638612381,2.750470916986162,2.3702437414678603,1.8718021769015913,2.1377104498038118,1.965712776351493,3.6617651616223643,1.918392120161421,1.6448050562713916,2.5771819258971713,2.2700619012884857,2.278292400425001
